stable_id	display_label
ENSDART00000020033	NM_001003988.2
ENSDART00000051336	NM_001017653.1
ENSDART00000147317	NM_001145632.1
ENSDART00000012476	NM_001030084.1
ENSDART00000037797	NM_001078168.2
ENSDART00000007827	NM_001024430.2
ENSDART00000082385	NM_001031671.2
ENSDART00000004129	NM_001045241.1
ENSDART00000100779	NM_213518.1
ENSDART00000055262	NM_001128742.1
ENSDART00000010615	NM_001002624.1
ENSDART00000075617	NM_001001811.2
ENSDART00000100869	NM_001004553.1
ENSDART00000077008	NM_200061.1
ENSDART00000015517	NM_200950.1
ENSDART00000022976	NM_001128752.1
ENSDART00000145946	NM_131641.1
ENSDART00000050687	NM_205559.2
ENSDART00000066930	NM_001328551.1
ENSDART00000066930	NM_200041.2
ENSDART00000066930	NM_001328550.1
ENSDART00000135461	NM_001128329.1
ENSDART00000016382	NM_131229.1
ENSDART00000165008	NM_001044928.1
ENSDART00000105636	NM_001002447.1
ENSDART00000155359	NM_001291899.1
ENSDART00000115200	NM_001098749.1
ENSDART00000169022	NM_001142543.1
ENSDART00000042080	NM_001044839.2
ENSDART00000067327	NM_001079677.1
ENSDART00000099389	NM_001080648.1
ENSDART00000102562	NM_001077377.1
ENSDART00000033746	NM_001024439.1
ENSDART00000169105	NM_001024125.1
ENSDART00000078639	NM_001042721.1
ENSDART00000085719	NM_001145765.1
ENSDART00000023613	NM_131079.1
ENSDART00000019667	NM_001001828.4
ENSDART00000104999	NM_001045384.1
ENSDART00000052318	NM_131070.2
ENSDART00000066164	NM_001030244.3
ENSDART00000125883	NM_131606.1
ENSDART00000168918	NM_001012657.2
ENSDART00000051833	NM_001012251.1
ENSDART00000049464	NM_001256215.1
ENSDART00000110373	NM_001115051.1
ENSDART00000134206	NM_001100957.2
ENSDART00000090447	NM_001327900.1
ENSDART00000012903	NM_199557.1
ENSDART00000052537	NM_001098181.1
ENSDART00000162318	NM_001113616.1
ENSDART00000111099	NM_213001.1
ENSDART00000138308	NM_001082915.1
ENSDART00000017852	NM_001001951.1
ENSDART00000141434	NM_001040004.2
ENSDART00000057638	NM_213252.1
ENSDART00000165220	NM_001144051.1
ENSDART00000162498	NM_001077773.1
ENSDART00000144879	NM_001326363.1
ENSDART00000052256	NM_001002677.2
ENSDART00000169333	NM_001114706.1
ENSDART00000171340	NM_001328395.1
ENSDART00000157836	NM_001083572.2
ENSDART00000150621	NM_001109839.1
ENSDART00000149528	NM_001024651.1
ENSDART00000065996	NM_001014295.2
ENSDART00000029364	NM_001017540.2
ENSDART00000039369	NM_205639.1
ENSDART00000086495	NM_001077789.1
ENSDART00000158765	NM_001105127.1
ENSDART00000090608	NM_001045072.2
ENSDART00000162502	NM_001089434.1
ENSDART00000005359	NM_201040.1
ENSDART00000004533	NM_200751.1
ENSDART00000085219	NM_177984.1
ENSDART00000062633	NM_131691.3
ENSDART00000029849	NM_207640.1
ENSDART00000024768	NM_001007388.1
ENSDART00000143979	NM_200830.2
ENSDART00000174345	NM_001130802.1
ENSDART00000126622	NM_001020778.2
ENSDART00000099911	NM_001039835.1
ENSDART00000078311	NM_001077731.1
ENSDART00000167567	NM_001130817.1
ENSDART00000061679	NM_200255.1
ENSDART00000074587	NM_001003573.2
ENSDART00000079524	NM_001128406.1
ENSDART00000171777	NM_001245957.1
ENSDART00000108484	NM_001161447.2
ENSDART00000146202	NM_200105.1
ENSDART00000146202	NM_001320324.1
ENSDART00000146202	NM_001320326.1
ENSDART00000014536	NM_001002607.1
ENSDART00000092258	NM_001080191.2
ENSDART00000169572	NM_001127466.1
ENSDART00000103403	NM_001076589.1
ENSDART00000165370	NM_001326406.1
ENSDART00000075588	NM_001198567.1
ENSDART00000162192	NM_001128582.1
ENSDART00000080075	NM_201297.1
ENSDART00000170497	NM_001200061.2
ENSDART00000102328	NM_201008.1
ENSDART00000049010	NM_001145690.1
ENSDART00000148543	NM_001014333.1
ENSDART00000092053	NM_001100012.2
ENSDART00000129387	NM_001302235.1
ENSDART00000158032	NM_001045310.1
ENSDART00000136171	NM_001128414.1
ENSDART00000004656	NM_001005585.1
ENSDART00000059869	NM_207637.2
ENSDART00000100644	NM_001040378.1
ENSDART00000084009	NM_001083005.2
ENSDART00000067324	NM_001080990.1
ENSDART00000128784	NM_001077464.2
ENSDART00000067638	NM_001003585.1
ENSDART00000156586	NM_001045331.1
ENSDART00000050906	NM_001305662.1
ENSDART00000051663	NM_200991.2
ENSDART00000104888	NM_212652.2
ENSDART00000100725	NM_001100029.1
ENSDART00000060134	NM_001126446.1
ENSDART00000163474	NM_001003505.1
ENSDART00000010584	NM_001111194.1
ENSDART00000148138	NM_001029949.1
ENSDART00000139787	NM_001128289.1
ENSDART00000017307	NM_001002182.1
ENSDART00000168167	NM_213103.1
ENSDART00000166432	NM_212798.1
ENSDART00000063750	NM_001033742.1
ENSDART00000131075	NM_001002462.1
ENSDART00000099078	NM_001044348.1
ENSDART00000065045	NM_001007060.2
ENSDART00000055487	NM_213320.1
ENSDART00000162785	NM_001020745.1
ENSDART00000147601	NM_001128372.1
ENSDART00000049204	NM_001024653.2
ENSDART00000169230	NM_001100096.1
ENSDART00000047201	NM_001030277.1
ENSDART00000104712	NM_001089334.1
ENSDART00000045109	NM_001002626.1
ENSDART00000170810	NM_001083876.1
ENSDART00000028694	NM_001030208.1
ENSDART00000142614	NM_001316725.1
ENSDART00000026280	NM_001128739.1
ENSDART00000009569	NM_001302243.1
ENSDART00000100234	NM_131292.1
ENSDART00000054410	NM_001076591.1
ENSDART00000081325	NM_213024.1
ENSDART00000171928	NM_001102570.1
ENSDART00000013607	NM_200348.2
ENSDART00000123882	NM_212736.1
ENSDART00000085645	NM_001146097.1
ENSDART00000130105	NM_001030187.1
ENSDART00000157155	NM_001291396.1
ENSDART00000040672	NM_001328555.1
ENSDART00000111598	NM_001115060.1
ENSDART00000037069	NM_001044896.1
ENSDART00000168537	NM_001172653.1
ENSDART00000153553	NM_001113733.1
ENSDART00000067095	NM_139077.1
ENSDART00000097756	NM_001045415.1
ENSDART00000013217	NM_173252.2
ENSDART00000150034	NM_001242942.1
ENSDART00000150034	NM_200343.2
ENSDART00000169126	NM_213363.1
ENSDART00000005857	NM_001077783.2
ENSDART00000171338	NM_001082826.2
ENSDART00000017229	NM_131202.2
ENSDART00000065551	NM_212842.1
ENSDART00000031499	NM_131046.1
ENSDART00000109004	NM_001105704.1
ENSDART00000133701	NM_001045287.2
ENSDART00000024832	NM_194387.1
ENSDART00000168540	NM_001328429.1
ENSDART00000111982	NM_001002594.1
ENSDART00000047954	NM_001024207.2
ENSDART00000162005	NM_001007418.1
ENSDART00000146225	NM_001130810.1
ENSDART00000149482	NM_001312881.1
ENSDART00000162920	NM_001013562.1
ENSDART00000147751	NM_001037427.1
ENSDART00000104478	NM_201301.1
ENSDART00000054084	NM_001005598.2
ENSDART00000049264	NM_214771.2
ENSDART00000062811	NM_212617.1
ENSDART00000101949	NM_001076662.1
ENSDART00000058565	NM_001005941.1
ENSDART00000066980	NM_001130612.1
ENSDART00000165308	NM_001003627.2
ENSDART00000105884	NM_001190309.1
ENSDART00000104112	NM_001040332.2
ENSDART00000128975	NM_200256.1
ENSDART00000160159	NM_001037124.1
ENSDART00000140053	NM_001100099.1
ENSDART00000038128	NM_201071.1
ENSDART00000105503	NM_001004528.1
ENSDART00000054243	NM_212696.2
ENSDART00000014806	NM_178299.1
ENSDART00000016604	NM_200589.2
ENSDART00000074125	NM_001075105.1
ENSDART00000055038	NM_201317.2
ENSDART00000018502	NM_131407.1
ENSDART00000142844	NM_001128567.1
ENSDART00000073806	NM_001128787.1
ENSDART00000149195	NM_001017572.2
ENSDART00000135428	NM_001326577.1
ENSDART00000104204	NM_131067.1
ENSDART00000125923	NM_131627.1
ENSDART00000159771	NM_001037703.1
ENSDART00000163979	NM_001128278.1
ENSDART00000171606	NM_001099228.2
ENSDART00000029824	NM_199913.2
ENSDART00000130692	NM_001077297.2
ENSDART00000078576	NM_001017747.1
ENSDART00000013229	NM_001144799.1
ENSDART00000055577	NM_001006027.1
ENSDART00000028033	NM_213370.1
ENSDART00000147710	NM_212947.1
ENSDART00000005473	NM_001003767.2
ENSDART00000020259	NM_205672.1
ENSDART00000121883	NM_001045859.1
ENSDART00000115389	NM_001083553.1
ENSDART00000115389	NM_001328168.1
ENSDART00000139330	NM_001128572.1
ENSDART00000008277	NM_001003575.1
ENSDART00000016591	NM_001001398.2
ENSDART00000004220	NM_001006094.1
ENSDART00000049331	NM_001003866.1
ENSDART00000104027	NM_001100009.2
ENSDART00000064803	NM_001163798.1
ENSDART00000066546	NM_001029968.1
ENSDART00000077936	NM_001004645.2
ENSDART00000161751	NM_001004557.1
ENSDART00000159525	NM_001002189.1
ENSDART00000111832	NM_001145700.1
ENSDART00000051146	NM_001005779.2
ENSDART00000009477	NM_201062.1
ENSDART00000011447	NM_001002058.1
ENSDART00000128958	NM_200708.2
ENSDART00000121981	NM_201298.1
ENSDART00000136840	NM_001128402.1
ENSDART00000132923	NM_001003870.1
ENSDART00000090371	NM_001044945.1
ENSDART00000167005	NM_200405.1
ENSDART00000008421	NM_200412.1
ENSDART00000101580	NM_001003610.2
ENSDART00000113376	NM_001123011.1
ENSDART00000138223	NM_001128395.1
ENSDART00000060447	NM_200335.1
ENSDART00000074840	NM_001083558.1
ENSDART00000149142	NM_001015065.1
ENSDART00000137478	NM_001128412.1
ENSDART00000134222	NM_001039565.1
ENSDART00000012540	NM_200446.1
ENSDART00000158935	NM_212682.1
ENSDART00000126894	NM_001328042.1
ENSDART00000161175	NM_001076712.1
ENSDART00000137179	NM_001326550.1
ENSDART00000061828	NM_001045252.1
ENSDART00000012581	NM_001045202.1
ENSDART00000084184	NM_001045851.1
ENSDART00000134987	NM_001126417.1
ENSDART00000019059	NM_001025498.1
ENSDART00000039438	NM_200482.2
ENSDART00000140501	NM_001130805.1
ENSDART00000137611	NM_001007159.2
ENSDART00000143214	NM_001128403.1
ENSDART00000085203	NM_131808.1
ENSDART00000040362	NM_131722.1
ENSDART00000059882	NM_001044786.1
ENSDART00000111158	NM_001039836.1
ENSDART00000056402	NM_205735.1
ENSDART00000066179	NM_183346.3
ENSDART00000010786	NM_130952.1
ENSDART00000000004	NM_200654.1
ENSDART00000165216	NM_001007386.1
ENSDART00000167106	NM_001199190.1
ENSDART00000122660	NM_212645.2
ENSDART00000125124	NM_001328586.1
ENSDART00000083567	NM_001123275.1
ENSDART00000101125	NM_001003844.2
ENSDART00000067323	NM_213101.1
ENSDART00000089965	NM_001023581.2
ENSDART00000036050	NM_001003438.2
ENSDART00000052201	NM_001128698.1
ENSDART00000144585	NM_001244080.1
ENSDART00000000005	NM_001007198.1
ENSDART00000129844	NM_001002080.1
ENSDART00000129844	NM_001163654.1
ENSDART00000098958	NM_001044905.2
ENSDART00000122102	NM_001309435.1
ENSDART00000122102	NM_001005770.1
ENSDART00000099782	NM_201147.2
ENSDART00000148465	NM_001002666.1
ENSDART00000078939	NM_001030165.1
ENSDART00000133665	NM_001076725.1
ENSDART00000109980	NM_001105701.1
ENSDART00000170787	NM_001077605.1
ENSDART00000132387	NM_205573.1
ENSDART00000004920	NM_212764.1
ENSDART00000057382	NM_001005979.1
ENSDART00000063052	NM_001045198.1
ENSDART00000158216	NM_001045425.2
ENSDART00000113679	NM_001098737.1
ENSDART00000035693	NM_001115140.1
ENSDART00000160603	NM_001004620.1
ENSDART00000080752	NM_213467.1
ENSDART00000053426	NM_201466.2
ENSDART00000122221	NM_001257183.1
ENSDART00000132950	NM_001002661.1
ENSDART00000104877	NM_001089331.1
ENSDART00000092393	NM_001130791.1
ENSDART00000074592	NM_001080029.1
ENSDART00000123434	NM_152963.1
ENSDART00000131059	NM_212610.1
ENSDART00000160900	NM_001142926.1
ENSDART00000142888	NM_001113642.1
ENSDART00000103406	NM_001082799.1
ENSDART00000137918	NM_001045472.2
ENSDART00000018230	NM_200338.1
ENSDART00000100941	NM_001082814.1
ENSDART00000099701	NM_001044871.2
ENSDART00000169800	NM_001013444.2
ENSDART00000158847	NM_001142925.1
ENSDART00000139276	NM_001113645.2
ENSDART00000115248	NM_001105700.1
ENSDART00000109618	NM_001316762.1
ENSDART00000144303	NM_001002118.1
ENSDART00000157559	NM_001045200.1
ENSDART00000144831	NM_001204373.1
ENSDART00000125099	NM_001080637.2
ENSDART00000035737	NM_001040370.1
ENSDART00000019898	NM_001002556.1
ENSDART00000005299	NM_200881.1
ENSDART00000054230	NM_213054.1
ENSDART00000054088	NM_001017543.1
ENSDART00000160712	NM_213067.1
ENSDART00000163656	NM_001200000.1
ENSDART00000105835	NM_001002402.2
ENSDART00000002856	NM_197935.1
ENSDART00000034549	NM_213361.1
ENSDART00000034549	NM_001017803.1
ENSDART00000136063	NM_001145570.2
ENSDART00000139096	NM_001144802.1
ENSDART00000015154	NM_200621.1
ENSDART00000020187	NM_213230.1
ENSDART00000140012	NM_001017571.1
ENSDART00000091616	NM_001082864.1
ENSDART00000144753	NM_001128421.1
ENSDART00000022625	NM_181496.5
ENSDART00000160328	NM_001020730.1
ENSDART00000039878	NM_199565.2
ENSDART00000109759	NM_001110387.1
ENSDART00000165760	NM_001115054.2
ENSDART00000170737	NM_001039636.1
ENSDART00000073419	NM_001089445.1
ENSDART00000143697	NM_001127520.1
ENSDART00000036456	NM_001002068.1
ENSDART00000016181	NM_199517.1
ENSDART00000124313	NM_001123241.1
ENSDART00000161015	NM_001003868.2
ENSDART00000083351	NM_001017807.1
ENSDART00000034534	NM_001082941.1
ENSDART00000108590	NM_001083848.1
ENSDART00000038465	NM_001004550.1
ENSDART00000016758	NM_001075103.1
ENSDART00000082256	NM_200147.2
ENSDART00000004365	NM_001024443.1
ENSDART00000113392	NM_001144818.1
ENSDART00000131694	NM_200570.1
ENSDART00000133306	NM_001328029.1
ENSDART00000124499	NM_212986.1
ENSDART00000061334	NM_001002312.1
ENSDART00000051515	NM_001017802.1
ENSDART00000059354	NM_200898.1
ENSDART00000083038	NM_001045847.2
ENSDART00000064472	NM_001083079.1
ENSDART00000148787	NM_001089351.2
ENSDART00000101673	NM_198916.2
ENSDART00000043666	NM_001256221.1
ENSDART00000014232	NM_213373.1
ENSDART00000086434	NM_001044919.1
ENSDART00000143228	NM_001004513.1
ENSDART00000170917	NM_212750.1
ENSDART00000044085	NM_001003485.1
ENSDART00000048136	NM_001002219.1
ENSDART00000124467	NM_131874.1
ENSDART00000054849	NM_001002326.1
ENSDART00000025910	NM_212608.1
ENSDART00000136784	NM_001110398.1
ENSDART00000130828	NM_001003607.2
ENSDART00000172791	NM_001039135.2
ENSDART00000064700	NM_001004115.1
ENSDART00000056460	NM_001002343.1
ENSDART00000006908	NM_001082948.1
ENSDART00000111528	NM_001002041.1
ENSDART00000165544	NM_001111149.1
ENSDART00000150664	NM_001007407.2
ENSDART00000046066	NM_200445.1
ENSDART00000128823	NM_001089395.1
ENSDART00000009464	NM_001100086.1
ENSDART00000080744	NM_001045229.1
ENSDART00000143928	NM_001002535.1
ENSDART00000172689	NM_001012616.2
ENSDART00000066367	NM_001128666.1
ENSDART00000148974	NM_001113477.1
ENSDART00000018461	NM_207060.1
ENSDART00000142697	NM_001109735.1
ENSDART00000112394	NM_213145.1
ENSDART00000013787	NM_001002535.1
ENSDART00000076030	NM_213002.1
ENSDART00000031564	NM_001082860.1
ENSDART00000105496	NM_001145603.1
ENSDART00000162789	NM_001007320.2
ENSDART00000017191	NM_131322.2
ENSDART00000166980	NM_152983.1
ENSDART00000137737	NM_001008577.2
ENSDART00000112797	NM_001130644.3
ENSDART00000084730	NM_001089393.1
ENSDART00000030547	NM_001077448.1
ENSDART00000167922	NM_001017360.2
ENSDART00000092058	NM_001110102.3
ENSDART00000061149	NM_213490.1
ENSDART00000127579	NM_001145240.1
ENSDART00000122894	NM_001126435.2
ENSDART00000111213	NM_001128755.1
ENSDART00000061765	NM_001243323.1
ENSDART00000146987	NM_001128368.1
ENSDART00000067179	NM_001002052.2
ENSDART00000031638	NM_001002424.2
ENSDART00000169275	NM_173230.1
ENSDART00000108611	NM_001291499.1
ENSDART00000165201	NM_200989.1
ENSDART00000015038	NM_001020589.1
ENSDART00000057541	NM_001014351.1
ENSDART00000013676	NM_001202452.1
ENSDART00000056205	NM_001080162.1
ENSDART00000108838	NM_201299.1
ENSDART00000016803	NM_001037384.1
ENSDART00000154966	NM_001204250.2
ENSDART00000088506	NM_001126404.1
ENSDART00000082289	NM_001017993.1
ENSDART00000040013	NM_131329.3
ENSDART00000123910	NM_200810.1
ENSDART00000079864	NM_001109730.1
ENSDART00000170457	NM_200873.2
ENSDART00000034505	NM_205714.1
ENSDART00000056767	NM_213052.1
ENSDART00000130815	NM_001080628.2
ENSDART00000171712	NM_001202416.1
ENSDART00000157021	NM_200662.1
ENSDART00000055148	NM_001007437.1
ENSDART00000058587	NM_131442.1
ENSDART00000147277	NM_001166125.2
ENSDART00000141063	NM_001113633.1
ENSDART00000148677	NM_199941.2
ENSDART00000021260	NM_001083566.1
ENSDART00000122262	NM_001003752.2
ENSDART00000018792	NM_201125.1
ENSDART00000111022	NM_001130598.2
ENSDART00000135219	NM_001198746.1
ENSDART00000008980	NM_001003752.2
ENSDART00000162246	NM_205660.1
ENSDART00000005086	NM_131690.1
ENSDART00000036854	NM_001079950.1
ENSDART00000045659	NM_001014301.2
ENSDART00000104950	NM_131684.2
ENSDART00000051697	NM_199519.2
ENSDART00000129277	NM_001114452.1
ENSDART00000149347	NM_001127186.2
ENSDART00000003475	NM_001114730.1
ENSDART00000022758	NM_200054.1
ENSDART00000078893	NM_001030285.2
ENSDART00000066933	NM_001327825.1
ENSDART00000129772	NM_001045385.2
ENSDART00000157714	NM_213007.1
ENSDART00000013465	NM_153666.1
ENSDART00000163142	NM_001114903.2
ENSDART00000052789	NM_199667.3
ENSDART00000123357	NM_213414.1
ENSDART00000146567	NM_001256665.1
ENSDART00000047569	NM_001001815.1
ENSDART00000127996	NM_001163366.1
ENSDART00000108827	NM_199667.3
ENSDART00000110443	NM_001109831.1
ENSDART00000126274	NM_001326591.1
ENSDART00000062303	NM_131270.1
ENSDART00000080772	NM_001039631.1
ENSDART00000113774	NM_001177447.1
ENSDART00000138284	NM_001044808.1
ENSDART00000162577	NM_001128686.2
ENSDART00000092725	NM_001128242.1
ENSDART00000051471	NM_200168.1
ENSDART00000130131	NM_214686.1
ENSDART00000135236	NM_001045069.1
ENSDART00000144353	NM_001004010.1
ENSDART00000083593	NM_001130605.1
ENSDART00000166385	NM_001030086.2
ENSDART00000169789	NM_200678.1
ENSDART00000098791	NM_001017682.2
ENSDART00000008035	NM_212623.1
ENSDART00000104629	NM_001045109.2
ENSDART00000146450	NM_001165915.1
ENSDART00000157777	NM_001045845.2
ENSDART00000021065	NM_212885.1
ENSDART00000160957	NM_001110410.1
ENSDART00000033755	NM_001130784.1
ENSDART00000014721	NM_212788.1
ENSDART00000063876	NM_001079656.1
ENSDART00000125362	NM_199580.1
ENSDART00000143382	NM_001142584.1
ENSDART00000112827	NM_001122707.1
ENSDART00000012241	NM_131355.1
ENSDART00000110680	NM_001128820.1
ENSDART00000055834	NM_001003461.1
ENSDART00000024644	NM_200786.1
ENSDART00000105154	NM_001040039.1
ENSDART00000077631	NM_206830.1
ENSDART00000167449	NM_001077743.1
ENSDART00000087163	NM_001044742.1
ENSDART00000133156	NM_212991.3
ENSDART00000102322	NM_001327751.1
ENSDART00000129210	NM_001313822.1
ENSDART00000164685	NM_001045012.3
ENSDART00000165156	NM_001126450.1
ENSDART00000033701	NM_001014823.1
ENSDART00000100222	NM_131791.1
ENSDART00000171331	NM_001083835.1
ENSDART00000055787	NM_001013318.1
ENSDART00000112068	NM_001081553.1
ENSDART00000134327	NM_001098743.1
ENSDART00000036989	NM_001199907.1
ENSDART00000009859	NM_213367.2
ENSDART00000148455	NM_001305567.1
ENSDART00000112468	NM_001114555.1
ENSDART00000100117	NM_200979.1
ENSDART00000113357	NM_001128792.1
ENSDART00000159783	NM_001245965.1
ENSDART00000064995	NM_213159.1
ENSDART00000128671	NM_001327752.1
ENSDART00000105887	NM_131318.1
ENSDART00000106118	NM_001135552.1
ENSDART00000161169	NM_001122755.1
ENSDART00000093583	NM_001110540.2
ENSDART00000066307	NM_001003503.1
ENSDART00000048632	NM_198914.2
ENSDART00000008468	NM_131260.1
ENSDART00000065361	NM_131205.1
ENSDART00000065361	NM_001309209.1
ENSDART00000081432	NM_001128790.1
ENSDART00000170185	NM_001110170.1
ENSDART00000145487	NM_001077604.1
ENSDART00000060825	NM_001044802.2
ENSDART00000089144	NM_001042735.1
ENSDART00000101152	NM_001077250.2
ENSDART00000052446	NM_001033095.1
ENSDART00000170042	NM_001080567.1
ENSDART00000073640	NM_001039814.1
ENSDART00000136018	NM_001008649.1
ENSDART00000097770	NM_131866.1
ENSDART00000105681	NM_001128538.1
ENSDART00000101571	NM_001077543.1
ENSDART00000085894	NM_001126396.1
ENSDART00000081212	NM_001159825.3
ENSDART00000027782	NM_212723.1
ENSDART00000044371	NM_001256694.1
ENSDART00000168693	NM_001044983.2
ENSDART00000161566	NM_200938.1
ENSDART00000160398	NM_205596.1
ENSDART00000146280	NM_001166123.1
ENSDART00000149289	NM_001089350.1
ENSDART00000008177	NM_001003448.1
ENSDART00000135344	NM_001312917.1
ENSDART00000135344	NM_213376.1
ENSDART00000159462	NM_001328200.1
ENSDART00000142597	NM_001089447.1
ENSDART00000156489	NM_001012261.2
ENSDART00000113552	NM_001089546.1
ENSDART00000103989	NM_001243172.1
ENSDART00000104303	NM_173240.1
ENSDART00000056667	NM_001003878.2
ENSDART00000029451	NM_200978.1
ENSDART00000023676	NM_213060.2
ENSDART00000013264	NM_200162.1
ENSDART00000063943	NM_001004612.1
ENSDART00000145068	NM_212967.1
ENSDART00000161172	NM_001003878.2
ENSDART00000052648	NM_001005983.1
ENSDART00000169748	NM_001025499.1
ENSDART00000169565	NM_001002554.1
ENSDART00000090306	NM_001245100.1
ENSDART00000066578	NM_001008594.1
ENSDART00000164082	NM_001098393.1
ENSDART00000076350	NM_199813.1
ENSDART00000015134	NM_001002304.1
ENSDART00000110629	NM_001202441.1
ENSDART00000020808	NM_200710.2
ENSDART00000158413	NM_001044892.1
ENSDART00000156407	NM_001201426.1
ENSDART00000103550	NM_001082892.1
ENSDART00000134292	NM_001002391.1
ENSDART00000020655	NM_205708.1
ENSDART00000145983	NM_001128420.1
ENSDART00000057434	NM_201111.1
ENSDART00000054228	NM_001204131.2
ENSDART00000169511	NM_001030122.3
ENSDART00000154072	NM_001201424.1
ENSDART00000171608	NM_001017683.2
ENSDART00000137468	NM_001100083.1
ENSDART00000026866	NM_214701.1
ENSDART00000093046	NM_001305617.1
